OSM_ID,OSM_Type,Name,Latitude,Longitude,Category,cuisine,opening_hours,phone,website,wheelchair,outdoor_seating,smoking,addr_street,addr_housenumber,coord_group
n11881148521,node,Z-Style,40.3886168,49.836137,pastry_shop,,,,,limited,,,,,
n4544780092,node,3 Boçki,40.3806117,49.8566717,pub,,,,,no,,,Dilarə Əliyeva küçəsi,251,
n3037852631,node,333 Efes,40.4265064,49.848787,pub,,,,,,,,,,
w316523315,way,9 Club,40.4207644,49.8144183,pub,,,,,,,,,,
n3120339011,node,Admiral Pub,40.4125409,49.8422165,pub,,,,,,,,,,
n3042960118,node,Atilla kafesi,40.4208433,49.8424442,pub,,,,,,,,,,
n3042960121,node,Azəri,40.424525,49.8432401,pub,,,,,,,,,,
n5294183621,node,Babilon,40.3912197,49.8213119,pub,,Mo-Su 13:00-02:00,,https://instagram.com/babilon__club,,,,,,
n4318224289,node,Beer,40.3777968,49.868659,pub,,,,,,,,,,
n5617981765,node,Beer Point,40.3757158,49.8437597,pub,,,,,,,,Bülbül prospekti,,
n4915488721,node,Beer Va,40.3969894,49.8702793,pub,,,,,,,,,,
n1973942577,node,Clansman,40.3688534,49.8383298,pub,,,,,,,,,,
n1896666801,node,Corner / Künc,40.3731607,49.8384532,pub,,,,,,,,,,
n11822196000,node,Corner Pub,40.3835905,49.8253192,pub,,Mo-Su 16:00-02:00,,,,,,Giləzi küçəsi,4a,
n5764707853,node,EL pub,40.4269841,49.8427987,pub,,Mo-Su 09:00-18:00,,,,,,Süleyman Sani Axundov küçəsi,,
n1469182846,node,Finnegan's,40.369273,49.8390329,pub,,,+994 12 4986564,,,,,,,
n4799886829,node,Forbst \ Səməd Vurğun küç.,40.3975366,49.8333747,pub,,,,,,,,Səməd Vurğun küçəsi,,
n5817602911,node,Goodman.Baku,40.3851088,49.8243779,pub,,Mo-Su 10:00-18:00,0124369427,,,,,İnşaatçılar prospekti,40,
n3455170783,node,Hairy Lemon,40.3702324,49.8387336,pub,,,,,,,no,,,
n4479759623,node,Karat Billiards Bakı,40.3958492,49.8222039,pub,,Mo-Su 12:00-02:00,,,,,,,,
n3521472762,node,Kiçik Qala,40.3800226,49.8444553,pub,,,,,,,,,,
n11750716295,node,London Pub,40.3741377,49.8399587,pub,,Mo-Su 13:00-02:00,+994506163446;+994125970277,,,,,Qoqol küç.,22,
n4857067025,node,Lords pub,40.4074141,49.8732406,pub,,,,,,,,,,
n7045584885,node,Mal xoman,40.381399,49.8617053,pub,,,,,,,,,,
n1821276326,node,Marshalls,40.3704235,49.8388451,pub,,,,,,,,Zeynalabdin Tağıyev,,
n3042960128,node,Nihat,40.4245004,49.8417482,pub,,,,,,,,,,
w693508137,way,Okean Pub,40.4091962,49.8660575,pub,,,,,,,separated,Yusif Vəzir Çəmənzəminli,,
n4352241893,node,Old Castle Restaurant,40.3798567,49.8418367,pub,kebab;georgian,,,,,,,Bülbül,58f,
n4865164421,node,Olimp pub,40.4046148,49.8766447,pub,,,,,,,,Əliyar Əliyev,,
n1811924362,node,Panorama,40.3541004,49.8206859,pub,,Mo-Su 10:00-02:00,+994776225454,,,,,Massiv 2 \ Küçə 3,,
w515869105,way,Paulaner Baku,40.3810603,49.8795165,pub,,,,,,,,Nobel prospekti,25B,
n5876368290,node,Pivnuska Pub,40.3795135,49.8574282,pub,,,,,,,,,,
n3175323561,node,Pivə NZS,40.4178226,49.8119232,pub,,,,,,,,Hüseyn Seyidzadə,,
n5115604362,node,Pub 100 - Port Baku,40.3768997,49.8659506,pub,,,,,,,,Yusif Səfərov küç.,,
n12850810184,node,Respawn Pub & Bar,40.3704391,49.8393685,pub,regional;diner,17:00-03:00,+994509695181,https://instagram.com/respawn.pub.baku,,,isolated,Yusif Məmmədəliyev küçəsi,15A,
w153885408,way,Respawn Pub & Bar,40.370439,49.8393262,pub,diner;regional,17:00-03:00,+994509695181,https://www.instagram.com/respawn.pub.baku/,,,isolated,Yusif Məmmədəliyev,15A,
n4739927781,node,Retro Pub,40.415222,49.8368036,pub,,,,,,,,Əcəmi Naxçivani,35,
n1900050399,node,Rock House Pub,40.3745392,49.8416957,pub,,,,,,,yes,,,
n3521472763,node,Rockfeller,40.3800798,49.844745,pub,,,,,,,,,,
n13734076400,node,Saat Restro pub,40.3793592,49.8054551,pub,,,,,,no,,,,
n4394120989,node,Saloon,40.4190491,49.839218,pub,,,,,,,,,,
n4479749001,node,Scalini's Lounge Billiards,40.3863245,49.826226,pub,,Mo-Su 12:00-24:00,,,,,,,,
n1896641388,node,Secrets Pub,40.3746123,49.8395072,pub,,,,,,,,,,
n6547188612,node,Secrets Pub,40.4156789,49.8377676,pub,,Mo-Su 09:00-00:00,,,,,,,,
n1808532684,node,Shamrock Pub,40.3701316,49.8388343,pub,,,"+994 50 370 75 55, +994 55 875 02 22",,,,,,,
n1865880658,node,Shooter's Pub,40.371086,49.838829,pub,,,,,,,,,,
n4857093823,node,Shtab pub,40.4047256,49.8765487,pub,,,,,,,,,,
n5764708154,node,Terrase Pub,40.426574,49.8441388,pub,fish;fish_and_chips;seafood;ice_cream;moroccan;burger;coffee_shop;kebab;friture;pizza;russian;sandwich;hot_dog;chicken;tea,Mo-Su 10:00-04:00,,,,,,Süleyman Sani Axundov küçəsi,,
n8598765529,node,The Proper Pub,40.3931805,49.8099754,pub,,,,,limited,,,,,
n4321670507,node,Time,40.3788248,49.8605965,pub,,,,,,,,,,
n3298149457,node,Tortuga,40.370041,49.8379536,pub,,,,,,,,Tərlan Əliyarbəyov,,
n6820554448,node,Trafford Pub&Restaurant,40.4048653,49.8489532,pub,,,+994516665511,,,,,Atatürk prospekti,59,
n1469182853,node,William Shakespeare,40.3689971,49.8385767,pub,,Mo-Tu 11:00-01:00; We-Th 11:00-02:00; Fr-Sa-11:00-03:00; Su 11:00-02:00,,,,,,Əbdülkərim Əlizadə küçəsi,6A,
n3042961336,node,Zaqatala kafesi,40.4206093,49.8424455,pub,,,,,,,,,,
n1896666879,node,Üç ayı,40.3726921,49.838747,pub,,,,,,,,,,
n4865143221,node,Şerif pub,40.4046726,49.8765942,pub,,,,,,,,Əliyar Əliyev,,
n2048515792,node,Чайхана Достлар,40.4210067,49.8137149,pub,,,,,,,,,,
n5136633523,node,"""Qabirga"" kebab evi",40.3838512,49.8159326,restaurant,kebab,Mo-Su 09:00-00:00,+994702154142,https://m.facebook.com/qabirgakebab/,,,,Akademik Şəfaət Mehdiyev,,
n4231757897,node,"""Qabırğa"" Restoranı",40.4065102,49.8706482,restaurant,,,,,,,,Fətəli Xan Xoyski küç.,,
n11156852554,node,101 Restaurant & Lounge,40.3798763,49.8118329,restaurant,,Mo-Su 09:00-02:00,,,,,,Əbdürrəhim bəy Haqverdiyev küç.,2,
n7993298085,node,114 Group Tea & Lounge,40.41281,49.8711479,restaurant,european,24/7,,,,,,Əliyar Əliyev,,
n9906539113,node,13-cü Restoran,40.3544108,49.8078811,restaurant,,,,,,,,,,
n2896540654,node,151 Restoran-Bar,40.4073676,49.8687026,restaurant,,,,,,,,,,
n11881148541,node,5-mərtəbə,40.3858222,49.8294002,restaurant,,,,,,,,,,
n2134527303,node,6-cı Paralel QastroPub,40.3831538,49.8248625,restaurant,regional;international;kebab;seafood;steak_house,Mo-Su 12:00-02:00,+994702250606,,,,,Məhəmməd Naxçıvani küçəsi,5d,
n12235036901,node,7 Gözəl Restoran,40.3670621,49.829815,restaurant,,"Mo-We 10:00-23:59,
Th-Su 09:00-23:59",+994 12 505 02 03,,,,,Bünyad Sərdarov küçəsi,3,
n6793965239,node,7/40,40.3758378,49.8410826,restaurant,,,,,,,,Səməd Vurğun küçəsi,25,
n13607731468,node,75 Restaurant,40.3806525,49.8156497,restaurant,,Mo-Su 09:00-21:00,+99450 232 75 75,,,,,Şəfaət Mehdiyev küçəsi,75,
n4483787093,node,AEF Restoran,40.3401068,49.8073842,restaurant,,,,,,no,,Əziz Nəzərov küçəsi,,
n8872979164,node,Abrakadabra,40.3737667,49.8502017,restaurant,,,+994 50 777 0440,https://www.abrakadabra.az/,,,,Azadlıq prospekti,3,
n10961904194,node,Abrau-Durso WIne & Food Baku,40.3721297,49.8380321,restaurant,international,Mo-Su 12:00-00:00,+994105111870,,,,,Nizami küç.,48,
n11749193429,node,Adana Lahmacun,40.4201687,49.8184528,restaurant,turkish,,,,,,,Cavadxan küç.,32/45,
n13686700018,node,Albuhara Baku,40.4092314,49.859132,restaurant,aze;regional,Mo-Su 09:00-03:00,0506501010,https://albuhara.az/,,,,Aşıq Molla Cümə Küçəsi 44b,,
n10968998990,node,Alfa Garden Restaurant,40.3822535,49.8794633,restaurant,,,,,,,,Xəqani Rüstəmov küçəsi,9D 1210-ci məhəllə,
n2943380003,node,Alsu Restoranı \ Gənclik,40.4000448,49.8544567,restaurant,,,,,,,,,,
w193388925,way,Altun,40.4177269,49.8120353,restaurant,barbecue;beef_bowl;breakfast;burger;cake;chicken;coffee_shop,Mo-Su 09:00-22:00,,,,,,Hüseyn Seyidzadə,35,
w520498219,way,Amor Şadlıq Sarayı,40.425247,49.8517687,restaurant,,,,,,,,Süleyman Sani Axundov küçəsi,,
n4426033309,node,Anadolu,40.3757114,49.8536395,restaurant,regional;kebab;turkish;pizza;burger;sandwich;french,24/7,+994 12 944;+994 12 4980102;+994 50 4980102,https://anadolu.az,,yes,,Puşkin küç.,5,
n2990822322,node,Anar Kafe,40.4114883,49.8041208,restaurant,,,,,,,,,,
w196537207,way,Anar Şadlıq Sarayı,40.4245742,49.8236765,restaurant,,,,,,,,,,
n3042960116,node,Aqora restoranı,40.4228493,49.8395507,restaurant,,,,,,,,,,
n4958234324,node,Art Garden Restoran,40.3650657,49.8357144,restaurant,,,,,,,,,,
n4974484121,node,Atelier Vivanda,40.3756806,49.861406,restaurant,,,,,,,,,,
n4966708522,node,Atlantis Restoran,40.4024399,49.806002,restaurant,,,,,,,,,,
w376247134,way,Atlantis Şadlıq Sarayı,40.4026165,49.8060663,restaurant,,,,,,,,,,
n4958329722,node,Avropa Mətbəxi (OVÇULAR),40.4058909,49.8756713,restaurant,,,,,,,,,,
n10299354475,node,Avto Retro Klub Restoran,40.4363158,49.8016128,restaurant,,,,,,,,,,
n4483423793,node,Ayli gece,40.3996752,49.8012069,restaurant,,,,,,no,,,,
n10082719672,node,Aynabənd Restaurant,40.4063803,49.8757872,restaurant,,Mo-Su 09:00-00:00,,,,,,Əliyar Əliyev,26,
n4494669090,node,Azeri Evi,40.3823661,49.8665757,restaurant,,,,,,,,,,
n9915434727,node,Azəri Mərasim Zalı / 4-cü mkr.,40.4130243,49.8086026,restaurant,,,,,,,,,,
n3042960120,node,Azəri restoranı,40.4209386,49.8458932,restaurant,,,,,,,,,,
w287043382,way,Ağ Saray Şadlıq Evi,40.4369519,49.809272,restaurant,,,(+99412) 401-33-00,,,,,Asəf Zeynallı,,
n11227905042,node,Ağ Çiçəyim Şadlıq Sarayı \ İnşaatçılar,40.3917452,49.8021734,restaurant,,,,,,,,,,
n6387211590,node,Babək Mərasim Evi \ UPD,40.3892949,49.8990846,restaurant,,,,,,,,,,
n13189421684,node,Badam Lounge by Hollywood,40.3812831,49.8422745,restaurant,salad;burger;sandwich;juice;steak;pizza;teahouse;dessert;i̇çecek;fruit;coffee_shop;vodka;wine;tequila;beer;tea,Mo-Su 10:00-06:00,+994504021272,,,,,Salatın Əsgərova küçəsi,146,
n1812285477,node,Badi Səba Şadlıq Sarayı,40.4052688,49.8063282,restaurant,,,(+99412) 431-07-43,,,,,,,
n12347911772,node,Baklava Sweet House,40.3676312,49.8335289,restaurant,,,,,,,,,,
n9395237695,node,Baku Music Hall \ Əhməd Rəcəbli küç.,40.4167533,49.8576334,restaurant,,,,,,,,,,
n4517244991,node,Baku-Tbilisi Restoranı,40.3883333,49.8294004,restaurant,georgian,Mo-Su 15:00-23:00,+994125965204,,,,,,,
n3330676593,node,Bakı Gecələri,40.341163,49.8311603,restaurant,regional,,,,,,,Gülbala Əliyev,,
n9715664751,node,Bakı Restoranı \ Şəhriyar Parkı,40.391784,49.8560992,restaurant,,,,,,,,,,
n12293790201,node,Balagan,40.3767163,49.8552223,restaurant,,,,https://balagan.az,,,,Xaqani küçəsi,103,
n9746943448,node,Ballı Şadlıq Sarayı,40.4211089,49.8513114,restaurant,,,,,,,,,,
n11005354440,node,Balıqçı,40.3800648,49.8144041,restaurant,seafood;fish,Mo-Su 10:00-00:00,+994 50 205 00 47,https://www.instagram.com/baliqcirestaurantbaku/,,,,Əbdürrəhim bəy Haqverdiyev küç.,"56G, 56F",
n4303016323,node,Barin,40.3754046,49.8408384,restaurant,russian,,,,,,,,,
w372020883,way,Basilic Baku,40.3716232,49.8180471,restaurant,regional,Mo-Sa 08:00-01:30,,,,,,Ələsgər Ələkbərov küçəsi,15C,
n6128987295,node,Bağçalı Saray Reatoran,40.4207013,49.8470612,restaurant,,,,,,,,Cəfər Xəndan küçəsi,23C,
w1060669985,way,Bağçasaray Şadlıq Sarayı Bakı,40.4201941,49.8478983,restaurant,,,,,,,,Cəfər Xəndan küçəsi,23C,
n8831289796,node,Başkent Restoran,40.4065314,49.8133923,restaurant,turkish,,,https://bashkent.az/,,,,Cavadxan küçəsi,,
n4102409595,node,Beer Hall,40.3839142,49.8221709,restaurant,russian;kebab;international;fish_and_chips;fish;coffee_shop;bavarian;barbecue,Mo-Su 12:00-00:00,0125384727 0502273010,,,,,Abdulla Şaiq,241,
n5469300921,node,Beer Hall,40.3452235,49.8409261,restaurant,,,,,,,,,,
n11879472250,node,Beer Kodeh,40.38211,49.8241223,restaurant,,,,,no,,,,,
n11879112850,node,Best Place,40.3670872,49.8362919,restaurant,,,,,,,,,,
n12015597369,node,Beyaz Restoran,40.4054364,49.8358087,restaurant,local,Mo-Su 09:00-00:00,+994509945740,,,,,Azadlıq prospekti,149,
n11764252779,node,Big Chefs,40.3578035,49.8374311,restaurant,,,,,,,,,,
n12405393304,node,Bihter Baku,40.408028,49.8608597,restaurant,,Mo-Su 19:00-01:00,,,,,,Damcılı küç.,,
n12492425401,node,Bombay Masala (West Shine Hotel),40.4092948,49.861527,restaurant,,,,,,,,,,
n9823340875,node,Bomond Restoran Baku,40.3691035,49.8370676,restaurant,,,,,,,,,,
n11879170197,node,Borani,40.376312,49.8317604,restaurant,,Mo-Su 09:00-23:00,,,,yes,,,,
n4321297489,node,Boğaziçi Restoran,40.3722256,49.8449417,restaurant,turkish,,,,,,,Üzeyir Hacıbəyov,44a,
n11879472255,node,Bukhari Georgian Restaurant,40.3818034,49.8243016,restaurant,georgian,,,,no,yes,,,,
n1808672464,node,Bulaq,40.4192107,49.8037287,restaurant,,,,,,,,,,
n3270068761,node,Bulud,40.3933146,49.8655734,restaurant,,,,,,,,,,
n4350863453,node,Buona Sera,40.3722683,49.8385046,restaurant,local;italian_pizza;burger,,0124982324,https://m.facebook.com/Buona-Sera-213483482393739/,,,,Nizami küçəsi,64,
n5064421585,node,Buğda Restoranı,40.4177123,49.8217622,restaurant,,,,,no,,,,,
n6881204285,node,Böyük Manqal,40.3673171,49.8371804,restaurant,,,,,,,,,,
n4490217790,node,Büyükfirat,40.3755526,49.8139518,restaurant,,,,,,,,,,
n11999344598,node,CHICORY,40.3828794,49.8237942,restaurant,,,,https://www.instagram.com/chicory.azerbaijan/,,,,,,
n12073569569,node,Cadde By Tavuk Pilav,40.397705,49.8718536,restaurant,kebab;local,Mo-Su 10:00-22:00,+994552999679,,,,,Aşıq Molla Cumə,1A,
n4976750321,node,Cantinetta Antinori,40.3645214,49.8357742,restaurant,italian,,+994 12 497 56 46,http://cantinettaantinori.az/,,,,Neftçilər prospekti,87,
w279935618,way,Chinar Restaurant,40.3605298,49.8329181,restaurant,asian,,,,,,,Şövkət Ələkbərova küç.,1,
n11760387617,node,Choco Port,40.3719999,49.8435044,restaurant,,,+994 12 493 96 20,http://chocoportmenu.tilda.ws/,,,,Üzeyir Hacıbəyov küçəsi,27a,
n4427697889,node,Cizz-Bizz,40.3683389,49.8350753,restaurant,,,,,,,,Kiçik Qala,118,
n12197769064,node,Cloud,40.3763512,49.8536349,restaurant,coffee_shop,24/7,,,,,,Puşkin küçəsi,8a,
n6595783386,node,Cook Shop Cafe,40.3677494,49.837899,restaurant,,,,,,,,Əziz Əliyev küçəsi,,
n7508490424,node,Cratos Hall Restoran,40.4255891,49.8451246,restaurant,,,,,,,,,,
n6556095049,node,CrazzyBear,40.3750811,49.8401528,restaurant,,,050 250 80 50,https://facebook.com/crazzybear.az,,,,Bəşir Səfəroğlu,170,
w287276592,way,Cıdır Düzü,40.4256179,49.8498155,restaurant,,,,,,,,,,
n2943366365,node,Cənnət Gəncə,40.3963741,49.8547943,restaurant,,,,,,,,,,
n3042960122,node,Cənnət Məkan,40.4215276,49.8464812,restaurant,,,,,,,,,,
n5168088132,node,Dafne,40.373733,49.8426734,restaurant,,,,,,,,,,
n1808547606,node,Dalida,40.3717723,49.8376813,restaurant,,,,,,,,,,
n7204262485,node,Dalğa Şadlıq Sarayı \ 1 mkr.,40.4078154,49.8092249,restaurant,,,,,,,,,,
n6406826702,node,Daş dövrü restorani,40.3773688,49.8097353,restaurant,,,,,,,,Şəhriyar,28,
n10694500835,node,Dejavu by Pivbar,40.3966528,49.8250535,restaurant,pizza;burger,24/7,+994554490001,,,,,Həsən Əliyev küçəsi,,
n11764252782,node,Dinehall,40.3582889,49.8380634,restaurant,,,,,,,,,,
w1149384647,way,Diva Şadlıq Sarayı,40.4076825,49.8628013,restaurant,,,,,,,,Albert Aqarunov,,
n11536512376,node,Dodo Pizza,40.4014292,49.8703456,restaurant,pizza;coffee_shop;sandwich;burger;pasta,Mo-Su 10:00-22:00,,https://dodopizza.az/,,,,Mirzəbala Məmmədzadə,73,
n5477696124,node,Dolce Vita Kafe,40.3686053,49.837186,restaurant,italian_pizza;italian,24/7,050 273 99 19,https://m.facebook.com/dolcevitabaku,,,,Əziz Əliyev küçəsi,19,
n4973606423,node,Dolma Restaurant Baku,40.3698957,49.8369615,restaurant,,,,,,,,,,
n11751465839,node,Donerci Sadik Usta (DSU),40.4239099,49.8226938,restaurant,turkish,,,,,,,,,
n4836451924,node,Dostlar Kafe,40.4001507,49.8709435,restaurant,,,,,,,,,,
n9758172126,node,Dostluq Restoran,40.4261911,49.892588,restaurant,,,,,,,,,,
n9755709425,node,Dərnəgül Mərasim Evi,40.427355,49.8890018,restaurant,,,,,,,,,,
n12137269014,node,EVA,40.3785941,49.8617376,restaurant,greek,Mo-Su 12:00-24:00,+994104150007,https://eva-rest.com/,,,,Nizami küç.,118,
n11079179784,node,El Piano Restoran,40.3798803,49.8068914,restaurant,,,,,,,,,,
n1865708715,node,Elephant,40.3696557,49.8376486,restaurant,european,Mo-Su 13:00-00:00,+994 (12) 498-87-52,,,,,,,
n3254778979,node,Eleven Restaurant & Lounge,40.3714435,49.8487046,restaurant,asian,Mo-Su 18:00-24:00,+994515100011,https://facebook.com/elevenbaku,,,,Azadlıq,1,
n12130823301,node,Els Book Cafe,40.3642828,49.8348509,restaurant,,Mo-Su 11:00-23:30,+994 881 91 03,,,no,,Vəli Məmmədov küçəsi,,
n3215766235,node,Elvet Steakhouse,40.3969514,49.8703769,restaurant,international,,,,,,,,,
n4861354127,node,Emiland,40.3792601,49.8680749,restaurant,,,+994 50 888 88 98,https://emiland.az/,,,,Fəzail Bayramov küçəsi,,
n4812004947,node,Emiland Boutique,40.3802358,49.8677662,restaurant,,12:00-02:00,+994508888818,https://emiland.com/,,,,Sabit Orucov küçəsi,61,
n4548563656,node,Evdə,40.3756884,49.8410701,restaurant,georgian,Mo-Su 12:00-23:00,,https://beat.az/,,,,Səməd Vurğun,25,
n4328295610,node,Fayton Resturant,40.376747,49.8452096,restaurant,,,,,,,,,,
n4564208989,node,Filiz Palace,40.3697998,49.8071189,restaurant,,,,,,,,,,
n6593489491,node,Fillet Steakhouse,40.3745211,49.8589381,restaurant,steak_house,,+994502222770,,,,,Neftçilər Prospekti,145,
n3386656570,node,Firuzə,40.3704913,49.8377065,restaurant,mexican;local;regional;pizza,Mo-Sa 11:00-02:00; Su 11:00-00:00,+994124939634,,,,separated,Nizami küç.,14,
n3042880045,node,Fish Home,40.4189061,49.8390378,restaurant,,,,,,,,,,
n8513574217,node,Fisincan,40.4001984,49.8388155,restaurant,,Mo-Su 09:00-00:00,,,,,,Həsən Əliyev küçəsi,82,
n4214350599,node,Flo Tu Dar Es Salam,40.3883879,49.8296361,restaurant,,,,,,,,"A. Nasibov, 5",,
n3909308974,node,Fərid Palace Şadlıq Sarayı,40.4155594,49.846359,restaurant,,,,,,,,,,
n4920456723,node,Garden Restutant,40.4089616,49.8478151,restaurant,,,,,,,,,,
n11881172490,node,Genatsvale,40.3879209,49.8370158,restaurant,georgian,,,,,,,,,
n2943366366,node,Gilavar Restoranı,40.3962823,49.8557019,restaurant,,,,,,,,,,
n4207694809,node,Gold Baku Şadlıq Sarayı,40.4057822,49.8144536,restaurant,,,,,,,,,,
n4512641392,node,Gold Saray Şadlıq Evi,40.3404089,49.810194,restaurant,,,,,,,,Badamdar şossesi,,
n11758459554,node,Golden Rose Lounge,40.4171942,49.8229843,restaurant,,,,,,,,Mirmahmud Kazımovski küçəsi,,
n5750380333,node,Good Mood Cafetaria,40.3953507,49.8341373,restaurant,,,,,,,,Səməd Vurğun küçəsi,,
n3175253161,node,Goranboy Kafesi,40.4190825,49.8121915,restaurant,,,,,,,yes,,,
n4428002490,node,Grace Terrace - Qreys Teras,40.349509,49.8352819,restaurant,,,0124913871,,,,,,,
n3536048300,node,Gunaydin Steakhouse \ Baku,40.3922233,49.8635904,restaurant,korean;sushi;steak_house;fish;soba;turkish;tea,Mo-Su 10:00-23:00,,,,,,Şah İsmayıl Xətai pr.,51,
n5110144021,node,Göy Göl Kafe,40.396174,49.841907,restaurant,,,,,,,,Mirəli Qaşqay,,
n2990822324,node,Göyəzən,40.4116557,49.803483,restaurant,,,,,,,,,,
n9919992437,node,Gülüstan Sarayı,40.3585897,49.8320344,restaurant,,,,,,,,,,
n4575923590,node,"Gülüstan Şadlıq Sarayı, Yeni Yasamal",40.3992928,49.7967459,restaurant,,,,,,,,Dadaş Bünyadzadə,,
w376080618,way,"Gülüstan Şadlıq Sarayı, Yeni Yasamal",40.3991778,49.7968154,restaurant,,,,,,,,Dadaş Bünyadzadə,,
w299017217,way,Günaydın Restaurant & Steakhouse,40.3922606,49.8636483,restaurant,,,,,,,,Şah İsmayıl Xətai pr.,51,
n11336744271,node,Günəş Şadlıq Sarayı,40.4014072,49.878501,restaurant,,,,,,,,Heydər Əliyev pr.,,
n4427912225,node,Gürcü Xörәklәri,40.3461085,49.8381574,restaurant,georgian,,,,,,,,,
n3966900775,node,Hadisə Yeri Kafe,40.3944562,49.8715283,restaurant,,,,,,,,Ismayil Hidayetzade,,
n4162648690,node,Hanimeli,40.3656076,49.8364884,restaurant,local,,,,,,,Asəf Zeynallı,,
n4409198089,node,Hayat Kabab,40.3791803,49.8696799,restaurant,deli;kebab;fine_dining;tea;grill;regional;diner,Mo-Su 12:00-01:00,+994503023595,,,,,,,
n7048495485,node,Hayat Şadlıq Sarayı \ Dərnəgül,40.4171609,49.8429372,restaurant,,,,,,,,,,
n9773585541,node,High Boost Restoran,40.3881395,49.8684829,restaurant,,,,,,,,,,
n4512306333,node,Hollywood Cinema Restoranı,40.3424372,49.8102003,restaurant,,,055 849 49 49,,,,,Badamdar şossesi,,
n4546991193,node,Hollywood Şadlıq Sarayı,40.4272821,49.8398714,restaurant,,,,http://shadliq.az/restaurant/hollywood-sadliq-sarayi/,,,,Azadlıq pr.,,
n3455328610,node,House Cafe,40.3749849,49.8605434,restaurant,international,,,,,,,,,
n4494655991,node,II Beer,40.3778528,49.8686899,restaurant,,,,,,,,,,
n1828798157,node,IL Patio - Planet Sushi,40.3705545,49.8377024,restaurant,italian;japanese,,,,,,separated,,,
n1896641382,node,Ibrahim kebab,40.3740073,49.83811,restaurant,barbecue,,,,,no,,,,
n1896666813,node,Imereti,40.3729679,49.8383196,restaurant,,,,,,,,Rəsul Rza küçəsi,31,
n3536037249,node,Jasmin Çin Restoranı,40.3869022,49.8291906,restaurant,chinese,,,,,,,,,
n9556641942,node,Kaman Restoran Bakı,40.4070649,49.8117978,restaurant,,,,,,,,,,
n5372869647,node,Karona Restoran & Cafe,40.3851423,49.8085383,restaurant,,,,,,,,,,
n8598872791,node,Karvan Şadlıq Sarayı,40.3952134,49.813005,restaurant,,,,,,,,,,
n3034051289,node,Karvansara Restaurant (Buxara side),40.3666923,49.8369908,restaurant,,,,,,,,,,
n3034448214,node,Karvansara Restaurant (Multani side),40.3668872,49.8372898,restaurant,,,,,,,,,,
n6578043204,node,Kavkasioni - Georgian Restaurant,40.3771603,49.8457066,restaurant,,,,,,,,,,
n10228081315,node,Kavun Baku,40.3839059,49.8714109,restaurant,,08:30-23:30,+994 50 414 10 66,,,,,Süleyman Vəzirov küçəsi,22,
n5888843970,node,Kehriz Restoran,40.4011887,49.8450324,restaurant,,,,,,,,Həsən Əliyev,82 F,
n1893375801,node,Khachapuri House,40.3728625,49.834774,restaurant,georgian,,,,,,,,,
w360220304,way,Kiçik Venesiya Restoran,40.361261,49.8357537,restaurant,italian,24/7,050 227 30 90,,,,,,,
w285892546,way,Kolizey,40.3893708,49.8705394,restaurant,,,,,,,,Babek highway,25,
n4730391792,node,Kolizey Restoran - Babək pr.,40.389454,49.8740813,restaurant,,,,,,,,,,
n11749183224,node,Komagene,40.4199216,49.8182898,restaurant,turkish,Mo-Su 11:00-23:30,+994552994049,https://www.komagene.com.tr,,,,Cavadxan küç.,4a,
n11749802752,node,Komagene,40.3988801,49.8593571,restaurant,turkish,Mo-Su 11:00-02:00,+994709444400,https://www.instagram.com/komagene_ganjlik/,,,,Koroğlu Rəhimov küç.,22,
w311618494,way,Konak Lahmacun,40.4183132,49.8116907,restaurant,pizza;kebab,,,,,,,Hüseyn Seyidzadə küçəsi,32,
n9746943424,node,Konak Restoran,40.4203126,49.8536235,restaurant,,,,,,,,,,
n1888396587,node,Kono Pizza,40.375906,49.8462198,restaurant,pizza,,,,,,,28 May,14,
n1360861885,node,Koreana(한국관),40.4009749,49.834873,restaurant,korean,,,,,,,,,
n4494662497,node,Korear,40.3818731,49.872711,restaurant,,,,,,,,,,
n2895320349,node,Kral Kafe,40.398348,49.873608,restaurant,,,,,,,,,,
w271381932,way,Kral Şadlıq Sarayı,40.4008806,49.8445972,restaurant,,,,,,,,Həsən Əliyev,82,
n13643666101,node,Kubart,40.3830827,49.8322946,restaurant,local,Mo-Su 10:00-01:00,+994502111910,,,,,Sübhi Salayev küç.,29-39,
n4836451923,node,Kuze restoran,40.4112695,49.8712676,restaurant,,,,,,,,,,
w1061504894,way,Körpü Restoranı Çermet,40.421622,49.8695673,restaurant,,,,,,,,,,
n4439320989,node,Künefe Kafe,40.3695099,49.8368896,restaurant,,,,,,,,,,
n4483443289,node,Kür,40.3995266,49.8011951,restaurant,,,,,,no,,,,
n6003307185,node,Kür Restoranı,40.4224723,49.809701,restaurant,breakfast;chicken;coffee_shop;fish;fish_and_chips;kebab,Mo-Su 09:00-00:00,+994773434443,,,,,Adil Məmmədov,,
n9920053643,node,Kürəm Restoran,40.3498158,49.8350734,restaurant,,,,,,,,,,
n9758172133,node,Kəhraba Restoran,40.4273397,49.8910765,restaurant,,,,,,,,,,
w300208144,way,Kəmalə Nərmin şadlıq evi,40.4257784,49.8469404,restaurant,regional,,,,,,,Şövkət Məmmədova küçəsi,,
n8960473718,node,Kəndimiz Restoranı,40.3944903,49.855457,restaurant,,,,,,,,,,
